route_id,origin,destination,origin_lat,origin_lon,destination_lat,destination_lon,distance,average_hours
Illinois_City_Dakota_99686,Illinois City,Dakota,41.381,-90.897,43.91,-91.356,176.12,3.52
Illinois_City_Ohio_14813,Illinois City,Ohio,41.381,-90.897,41.603,-89.453,76.48,1.53
Illinois_City_Oklahoma_City_47327,Illinois City,Oklahoma City,41.381,-90.897,35.468,-97.516,543.09,10.86
Illinois_City_Oregon_City_59892,Illinois City,Oregon City,41.381,-90.897,45.358,-122.606,1609.6,32.19
Illinois_City_Pennsylvania_Furnace_50911,Illinois City,Pennsylvania Furnace,41.381,-90.897,40.726,-77.946,677.39,13.55
Illinois_City_Island_Park_65402,Illinois City,Island Park,41.381,-90.897,41.623,-71.228,1018.36,20.37
Illinois_City_South_Dakota_Park_76543,Illinois City,South Dakota Park,41.381,-90.897,45.418,-96.701,403.56,8.07
Illinois_City_Tennessee_32056,Illinois City,Tennessee,41.381,-90.897,40.425,-90.799,66.17,1.32
Illinois_City_Texas_City_98632,Illinois City,Texas City,41.381,-90.897,29.384,-94.903,857.17,17.14
Illinois_City_Utah_Pur_67907,Illinois City,Utah Pur,41.381,-90.897,34.099,67.671,7061.87,141.24
Illinois_City_Vermont_4907,Illinois City,Vermont,41.381,-90.897,40.295,-90.431,78.82,1.58
Illinois_City_Virginia_Beach_2996,Illinois City,Virginia Beach,41.381,-90.897,36.853,-75.978,859.0,17.18
Illinois_City_Washington_58611,Illinois City,Washington,41.381,-90.897,38.895,-77.037,752.82,15.06
Illinois_City_West_Virginia_Central_Junction_54481,Illinois City,West Virginia Central Junction,41.381,-90.897,39.471,-79.061,637.33,12.75
Illinois_City_Wisconsin_Rapids_64033,Illinois City,Wisconsin Rapids,41.381,-90.897,44.384,-89.817,214.41,4.29
Illinois_City_Wyoming_45662,Illinois City,Wyoming,41.381,-90.897,42.913,-85.705,286.81,5.74
Indianapolis_Alabama_51462,Indianapolis,Alabama,39.768,-86.158,42.998,-78.185,470.26,9.41
Indianapolis_Alaska_90359,Indianapolis,Alaska,39.768,-86.158,16.559,-93.973,1666.2,33.32
Indianapolis_Arizona_45414,Indianapolis,Arizona,39.768,-86.158,15.633,-87.317,1663.48,33.27
Indianapolis_Arkansas_City_14800,Indianapolis,Arkansas City,39.768,-86.158,37.062,-97.038,618.75,12.38
Indianapolis_California_City_35935,Indianapolis,California City,39.768,-86.158,35.126,-117.985,1769.37,35.39
Indianapolis_Colorado_Springs_19589,Indianapolis,Colorado Springs,39.768,-86.158,38.834,-104.821,1000.56,20.01
Indianapolis_Stamford_11157,Indianapolis,Stamford,39.768,-86.158,41.053,-73.539,670.83,13.42
Indianapolis_Delaware_43657,Indianapolis,Delaware,39.768,-86.158,40.299,-83.068,167.91,3.36
Indianapolis_Floridablanca_80406,Indianapolis,Floridablanca,39.768,-86.158,7.065,-73.09,2392.77,47.86
Indianapolis_Tbilisi_41979,Indianapolis,Tbilisi,39.768,-86.158,41.725,44.791,6036.0,120.72
Indianapolis_Hawaiian_Gardens_92361,Indianapolis,Hawaiian Gardens,39.768,-86.158,33.831,-118.072,1806.27,36.13
Indianapolis_Idaho_Falls_42131,Indianapolis,Idaho Falls,39.768,-86.158,43.467,-112.033,1358.36,27.17
Indianapolis_Illinois_City_53961,Indianapolis,Illinois City,39.768,-86.158,41.381,-90.897,273.0,5.46
Indianapolis_Iowa_City_60176,Indianapolis,Iowa City,39.768,-86.158,41.661,-91.53,310.75,6.22
Indianapolis_Kansas_City_51996,Indianapolis,Kansas City,39.768,-86.158,39.114,-94.627,455.09,9.1
Indianapolis_Kentucky_32380,Indianapolis,Kentucky,39.768,-86.158,-28.233,19.4,8215.84,164.32
Indianapolis_Louisiana_20572,Indianapolis,Louisiana,39.768,-86.158,39.441,-91.055,262.27,5.25
Indianapolis_Maine-Soroa_84907,Indianapolis,Maine-Soroa,39.768,-86.158,13.218,12.027,6068.74,121.37
Indianapolis_Maryland_Heights_72478,Indianapolis,Maryland Heights,39.768,-86.158,38.713,-90.43,240.42,4.81
Indianapolis_Worcester_51522,Indianapolis,Worcester,39.768,-86.158,42.263,-71.803,768.78,15.38
Indianapolis_Michigan_City_7532,Indianapolis,Michigan City,39.768,-86.158,41.708,-86.895,139.34,2.79
Indianapolis_Minnesota_City_3122,Indianapolis,Minnesota City,39.768,-86.158,44.088,-91.744,414.27,8.29
Indianapolis_Mississippi_State_74965,Indianapolis,Mississippi State,39.768,-86.158,33.458,-88.786,458.91,9.18
Indianapolis_Missouri_City_95358,Indianapolis,Missouri City,39.768,-86.158,29.618,-95.538,879.04,17.58
Indianapolis_Montana_32048,Indianapolis,Montana,39.768,-86.158,43.413,23.225,5213.64,104.27
Indianapolis_Nebraska_City_83911,Indianapolis,Nebraska City,39.768,-86.158,40.675,-95.862,516.77,10.34
Indianapolis_Nevada_29949,Indianapolis,Nevada,39.768,-86.158,42.018,-93.451,412.07,8.24
Indianapolis_New_Hampshire_32846,Indianapolis,New Hampshire,39.768,-86.158,40.558,-83.954,128.77,2.58
Indianapolis_Jersey_City_40026,Indianapolis,Jersey City,39.768,-86.158,40.728,-74.078,641.57,12.83
Indianapolis_New_Mexico_64674,Indianapolis,New Mexico,39.768,-86.158,-30.733,150.6,9226.52,184.53
Indianapolis_New_York_98491,Indianapolis,New York,39.768,-86.158,40.714,-74.006,645.31,12.91
Indianapolis_Carolina_23313,Indianapolis,Carolina,39.768,-86.158,-26.067,30.117,8699.23,173.98
Indianapolis_Dakota_33182,Indianapolis,Dakota,39.768,-86.158,43.91,-91.356,391.87,7.84
Indianapolis_Ohio_31093,Indianapolis,Ohio,39.768,-86.158,41.603,-89.453,214.42,4.29
Indianapolis_Oklahoma_City_27207,Indianapolis,Oklahoma City,39.768,-86.158,35.468,-97.516,689.34,13.79
Indianapolis_Oregon_City_52606,Indianapolis,Oregon City,39.768,-86.158,45.358,-122.606,1882.46,37.65
Indianapolis_Pennsylvania_Furnace_19138,Indianapolis,Pennsylvania Furnace,39.768,-86.158,40.726,-77.946,439.0,8.78
Indianapolis_Island_Park_40194,Indianapolis,Island Park,39.768,-86.158,41.623,-71.228,793.44,15.87
Indianapolis_South_Dakota_Park_44390,Indianapolis,South Dakota Park,39.768,-86.158,45.418,-96.701,663.33,13.27
Indianapolis_Tennessee_88459,Indianapolis,Tennessee,39.768,-86.158,40.425,-90.799,250.02,5.0
Indianapolis_Texas_City_29042,Indianapolis,Texas City,39.768,-86.158,29.384,-94.903,871.28,17.43
Indianapolis_Utah_Pur_39943,Indianapolis,Utah Pur,39.768,-86.158,34.099,67.671,7081.37,141.63
Indianapolis_Vermont_16576,Indianapolis,Vermont,39.768,-86.158,40.295,-90.431,229.5,4.59
Indianapolis_Virginia_Beach_67607,Indianapolis,Virginia Beach,39.768,-86.158,36.853,-75.978,588.22,11.76
Indianapolis_Washington_76175,Indianapolis,Washington,39.768,-86.158,38.895,-77.037,492.14,9.84
Indianapolis_West_Virginia_Central_Junction_91800,Indianapolis,West Virginia Central Junction,39.768,-86.158,39.471,-79.061,379.11,7.58
Indianapolis_Wisconsin_Rapids_76285,Indianapolis,Wisconsin Rapids,39.768,-86.158,44.384,-89.817,369.9,7.4
Indianapolis_Wyoming_41356,Indianapolis,Wyoming,39.768,-86.158,42.913,-85.705,218.31,4.37
Iowa_City_Alabama_97396,Iowa City,Alabama,41.661,-91.53,42.998,-78.185,688.91,13.78
Iowa_City_Alaska_12743,Iowa City,Alaska,41.661,-91.53,16.559,-93.973,1735.06,34.7
Iowa_City_Arizona_82098,Iowa City,Arizona,41.661,-91.53,15.633,-87.317,1810.21,36.2
Iowa_City_Arkansas_City_88660,Iowa City,Arkansas City,41.661,-91.53,37.062,-97.038,433.01,8.66
Iowa_City_California_City_19675,Iowa City,California City,41.661,-91.53,35.126,-117.985,1498.24,29.96
Iowa_City_Colorado_Springs_4065,Iowa City,Colorado Springs,41.661,-91.53,38.834,-104.821,728.4,14.57
Iowa_City_Stamford_79942,Iowa City,Stamford,41.661,-91.53,41.053,-73.539,934.7,18.69
Iowa_City_Delaware_26694,Iowa City,Delaware,41.661,-91.53,40.299,-83.068,452.19,9.04
Iowa_City_Floridablanca_29723,Iowa City,Floridablanca,41.661,-91.53,7.065,-73.09,2637.04,52.74
Iowa_City_Tbilisi_52574,Iowa City,Tbilisi,41.661,-91.53,41.725,44.791,6078.46,121.57
Iowa_City_Hawaiian_Gardens_7804,Iowa City,Hawaiian Gardens,41.661,-91.53,33.831,-118.072,1543.01,30.86
Iowa_City_Idaho_Falls_43293,Iowa City,Idaho Falls,41.661,-91.53,43.467,-112.033,1050.84,21.02
Iowa_City_Illinois_City_81168,Iowa City,Illinois City,41.661,-91.53,41.381,-90.897,38.1,0.76
Iowa_City_Indianapolis_59685,Iowa City,Indianapolis,41.661,-91.53,39.768,-86.158,310.75,6.22
Iowa_City_Kansas_City_77398,Iowa City,Kansas City,41.661,-91.53,39.114,-94.627,239.93,4.8
Iowa_City_Kentucky_32236,Iowa City,Kentucky,41.661,-91.53,-28.233,19.4,8518.61,170.37
Iowa_City_Louisiana_89286,Iowa City,Louisiana,41.661,-91.53,39.441,-91.055,155.21,3.1
Iowa_City_Maine-Soroa_50338,Iowa City,Maine-Soroa,41.661,-91.53,13.218,12.027,6299.63,125.99
Iowa_City_Maryland_Heights_38218,Iowa City,Maryland Heights,41.661,-91.53,38.713,-90.43,211.56,4.23
Iowa_City_Worcester_6067,Iowa City,Worcester,41.661,-91.53,42.263,-71.803,1014.75,20.3
Iowa_City_Michigan_City_86501,Iowa City,Michigan City,41.661,-91.53,41.708,-86.895,239.78,4.8
Iowa_City_Minnesota_City_15866,Iowa City,Minnesota City,41.661,-91.53,44.088,-91.744,167.88,3.36
Iowa_City_Mississippi_State_54076,Iowa City,Mississippi State,41.661,-91.53,33.458,-88.786,585.34,11.71
Iowa_City_Missouri_City_97974,Iowa City,Missouri City,41.661,-91.53,29.618,-95.538,860.1,17.2
Iowa_City_Montana_43639,Iowa City,Montana,41.661,-91.53,43.413,23.225,5315.1,106.3
Iowa_City_Nebraska_City_76525,Iowa City,Nebraska City,41.661,-91.53,40.675,-95.862,235.89,4.72
Iowa_City_Nevada_41001,Iowa City,Nevada,41.661,-91.53,42.018,-93.451,102.16,2.04
Iowa_City_New_Hampshire_48714,Iowa City,New Hampshire,41.661,-91.53,40.558,-83.954,402.53,8.05
Iowa_City_Jersey_City_70241,Iowa City,Jersey City,41.661,-91.53,40.728,-74.078,910.4,18.21
Iowa_City_New_Mexico_64760,Iowa City,New Mexico,41.661,-91.53,-30.733,150.6,8964.48,179.29
Iowa_City_New_York_31667,Iowa City,New York,41.661,-91.53,40.714,-74.006,914.29,18.29
Iowa_City_Carolina_34700,Iowa City,Carolina,41.661,-91.53,-26.067,30.117,8988.35,179.77
Iowa_City_Dakota_64695,Iowa City,Dakota,41.661,-91.53,43.91,-91.356,155.49,3.11
Iowa_City_Ohio_69295,Iowa City,Ohio,41.661,-91.53,41.603,-89.453,107.61,2.15
Iowa_City_Oklahoma_City_42244,Iowa City,Oklahoma City,41.661,-91.53,35.468,-97.516,535.94,10.72
Iowa_City_Oregon_City_58020,Iowa City,Oregon City,41.661,-91.53,45.358,-122.606,1572.11,31.44
Iowa_City_Pennsylvania_Furnace_3330,Iowa City,Pennsylvania Furnace,41.661,-91.53,40.726,-77.946,710.27,14.21
Iowa_City_Island_Park_80259,Iowa City,Island Park,41.661,-91.53,41.623,-71.228,1048.57,20.97
Iowa_City_South_Dakota_Park_35082,Iowa City,South Dakota Park,41.661,-91.53,45.418,-96.701,366.88,7.34
Iowa_City_Tennessee_3596,Iowa City,Tennessee,41.661,-91.53,40.425,-90.799,93.45,1.87
Iowa_City_Texas_City_46858,Iowa City,Texas City,41.661,-91.53,29.384,-94.903,867.28,17.35
Iowa_City_Utah_Pur_80428,Iowa City,Utah Pur,41.661,-91.53,34.099,67.671,7053.45,141.07
Iowa_City_Vermont_68368,Iowa City,Vermont,41.661,-91.53,40.295,-90.431,110.4,2.21
Iowa_City_Virginia_Beach_47774,Iowa City,Virginia Beach,41.661,-91.53,36.853,-75.978,895.97,17.92
Iowa_City_Washington_27974,Iowa City,Washington,41.661,-91.53,38.895,-77.037,788.25,15.76
Iowa_City_West_Virginia_Central_Junction_25028,Iowa City,West Virginia Central Junction,41.661,-91.53,39.471,-79.061,672.64,13.45
Iowa_City_Wisconsin_Rapids_88116,Iowa City,Wisconsin Rapids,41.661,-91.53,44.384,-89.817,207.01,4.14
Iowa_City_Wyoming_37149,Iowa City,Wyoming,41.661,-91.53,42.913,-85.705,310.71,6.21
Kansas_City_Alabama_45404,Kansas City,Alabama,39.114,-94.627,42.998,-78.185,897.96,17.96
Kansas_City_Alaska_82465,Kansas City,Alaska,39.114,-94.627,16.559,-93.973,1553.72,31.07
Kansas_City_Arizona_6489,Kansas City,Arizona,39.114,-94.627,15.633,-87.317,1676.61,33.53
Kansas_City_Arkansas_City_53048,Kansas City,Arkansas City,39.114,-94.627,37.062,-97.038,193.12,3.86
Kansas_City_California_City_98101,Kansas City,California City,39.114,-94.627,35.126,-117.985,1314.96,26.3
Kansas_City_Colorado_Springs_21245,Kansas City,Colorado Springs,39.114,-94.627,38.834,-104.821,548.97,10.98
Kansas_City_Stamford_89254,Kansas City,Stamford,39.114,-94.627,41.053,-73.539,1122.79,22.46
Kansas_City_Delaware_74217,Kansas City,Delaware,39.114,-94.627,40.299,-83.068,620.9,12.42
Kansas_City_Floridablanca_34848,Kansas City,Floridablanca,39.114,-94.627,7.065,-73.09,2581.71,51.63
Kansas_City_Tbilisi_84851,Kansas City,Tbilisi,39.114,-94.627,41.725,44.791,6312.34,126.25
Kansas_City_Hawaiian_Gardens_69390,Kansas City,Hawaiian Gardens,39.114,-94.627,33.831,-118.072,1351.18,27.02
Kansas_City_Idaho_Falls_36260,Kansas City,Idaho Falls,39.114,-94.627,43.467,-112.033,952.33,19.05
Kansas_City_Illinois_City_44942,Kansas City,Illinois City,39.114,-94.627,41.381,-90.897,251.66,5.03
Kansas_City_Indianapolis_17160,Kansas City,Indianapolis,39.114,-94.627,39.768,-86.158,455.09,9.1
Kansas_City_Iowa_City_17982,Kansas City,Iowa City,39.114,-94.627,41.661,-91.53,239.93,4.8
Kansas_City_Kentucky_21503,Kansas City,Kentucky,39.114,-94.627,-28.233,19.4,8650.0,173.0
Kansas_City_Louisiana_83980,Kansas City,Louisiana,39.114,-94.627,39.441,-91.055,192.83,3.86
Kansas_City_Maine-Soroa_10013,Kansas City,Maine-Soroa,39.114,-94.627,13.218,12.027,6513.09,130.26
Kansas_City_Maryland_Heights_24607,Kansas City,Maryland Heights,39.114,-94.627,38.713,-90.43,227.85,4.56
Kansas_City_Worcester_30174,Kansas City,Worcester,39.114,-94.627,42.263,-71.803,1214.53,24.29
Kansas_City_Michigan_City_73524,Kansas City,Michigan City,39.114,-94.627,41.708,-86.895,445.13,8.9
Kansas_City_Minnesota_City_47620,Kansas City,Minnesota City,39.114,-94.627,44.088,-91.744,374.28,7.49
Kansas_City_Mississippi_State_39514,Kansas City,Mississippi State,39.114,-94.627,33.458,-88.786,508.08,10.16
Kansas_City_Missouri_City_43269,Kansas City,Missouri City,39.114,-94.627,29.618,-95.538,656.6,13.13
Kansas_City_Montana_72045,Kansas City,Montana,39.114,-94.627,43.413,23.225,5554.97,111.1
Kansas_City_Nebraska_City_34636,Kansas City,Nebraska City,39.114,-94.627,40.675,-95.862,126.12,2.52
Kansas_City_Nevada_2991,Kansas City,Nevada,39.114,-94.627,42.018,-93.451,209.71,4.19
Kansas_City_New_Hampshire_70428,Kansas City,New Hampshire,39.114,-94.627,40.558,-83.954,575.97,11.52
Kansas_City_Jersey_City_84732,Kansas City,Jersey City,39.114,-94.627,40.728,-74.078,1094.75,21.9
Kansas_City_New_Mexico_19244,Kansas City,New Mexico,39.114,-94.627,-30.733,150.6,8772.46,175.45
Kansas_City_New_York_948,Kansas City,New York,39.114,-94.627,40.714,-74.006,1098.55,21.97
Kansas_City_Carolina_30453,Kansas City,Carolina,39.114,-94.627,-26.067,30.117,9148.58,182.97
Kansas_City_Dakota_47200,Kansas City,Dakota,39.114,-94.627,43.91,-91.356,371.86,7.44
Kansas_City_Ohio_34583,Kansas City,Ohio,39.114,-94.627,41.603,-89.453,322.52,6.45
Kansas_City_Oklahoma_City_83272,Kansas City,Oklahoma City,39.114,-94.627,35.468,-97.516,297.54,5.95
Kansas_City_Oregon_City_32762,Kansas City,Oregon City,39.114,-94.627,45.358,-122.606,1489.75,29.8
Kansas_City_Pennsylvania_Furnace_89576,Kansas City,Pennsylvania Furnace,39.114,-94.627,40.726,-77.946,891.72,17.83
Kansas_City_Island_Park_70187,Kansas City,Island Park,39.114,-94.627,41.623,-71.228,1243.05,24.86
Kansas_City_South_Dakota_Park_57563,Kansas City,South Dakota Park,39.114,-94.627,45.418,-96.701,447.87,8.96
Kansas_City_Tennessee_33696,Kansas City,Tennessee,39.114,-94.627,40.425,-90.799,222.94,4.46
Kansas_City_Texas_City_62799,Kansas City,Texas City,39.114,-94.627,29.384,-94.903,670.85,13.42
Kansas_City_Utah_Pur_12791,Kansas City,Utah Pur,39.114,-94.627,34.099,67.671,7267.89,145.36
Kansas_City_Vermont_2069,Kansas City,Vermont,39.114,-94.627,40.295,-90.431,237.95,4.76
Kansas_City_Virginia_Beach_19204,Kansas City,Virginia Beach,39.114,-94.627,36.853,-75.978,1028.02,20.56
Kansas_City_Washington_9005,Kansas City,Washington,39.114,-94.627,38.895,-77.037,945.4,18.91
Kansas_City_West_Virginia_Central_Junction_56421,Kansas City,West Virginia Central Junction,39.114,-94.627,39.471,-79.061,833.74,16.67
Kansas_City_Wisconsin_Rapids_79738,Kansas City,Wisconsin Rapids,39.114,-94.627,44.384,-89.817,440.36,8.81
Kansas_City_Wyoming_63985,Kansas City,Wyoming,39.114,-94.627,42.913,-85.705,534.55,10.69
Kentucky_Alabama_861,Kentucky,Alabama,-28.233,19.4,42.998,-78.185,7874.83,157.5
Kentucky_Alaska_57428,Kentucky,Alaska,-28.233,19.4,16.559,-93.973,8157.87,163.16
Kentucky_Arizona_38741,Kentucky,Arizona,-28.233,19.4,15.633,-87.317,7727.85,154.56
Kentucky_Arkansas_City_77407,Kentucky,Arkansas City,-28.233,19.4,37.062,-97.038,8755.34,175.11
Kentucky_California_City_92836,Kentucky,California City,-28.233,19.4,35.126,-117.985,9908.05,198.16
Kentucky_Colorado_Springs_86961,Kentucky,Colorado Springs,-28.233,19.4,38.834,-104.821,9192.19,183.84
Kentucky_Stamford_82868,Kentucky,Stamford,-28.233,19.4,41.053,-73.539,7605.55,152.11
Kentucky_Delaware_94232,Kentucky,Delaware,-28.233,19.4,40.299,-83.068,8066.44,161.33
Kentucky_Floridablanca_60562,Kentucky,Floridablanca,-28.233,19.4,7.065,-73.09,6602.7,132.05
Kentucky_Tbilisi_31427,Kentucky,Tbilisi,-28.233,19.4,41.725,44.791,5079.24,101.58
Kentucky_Hawaiian_Gardens_21180,Kentucky,Hawaiian Gardens,-28.233,19.4,33.831,-118.072,9909.95,198.2
Kentucky_Idaho_Falls_32149,Kentucky,Idaho Falls,-28.233,19.4,43.467,-112.033,9566.33,191.33
Kentucky_Illinois_City_16132,Kentucky,Illinois City,-28.233,19.4,41.381,-90.897,8482.92,169.66
Kentucky_Indianapolis_67544,Kentucky,Indianapolis,-28.233,19.4,39.768,-86.158,8215.84,164.32
Kentucky_Iowa_City_10708,Kentucky,Iowa City,-28.233,19.4,41.661,-91.53,8518.61,170.37
Kentucky_Kansas_City_49087,Kentucky,Kansas City,-28.233,19.4,39.114,-94.627,8650.0,173.0
Kentucky_Louisiana_74640,Kentucky,Louisiana,-28.233,19.4,39.441,-91.055,8465.88,169.32
Kentucky_Maine-Soroa_59993,Kentucky,Maine-Soroa,-28.233,19.4,13.218,12.027,2892.14,57.84
Kentucky_Maryland_Heights_86755,Kentucky,Maryland Heights,-28.233,19.4,38.713,-90.43,8422.7,168.45
Kentucky_Worcester_90404,Kentucky,Worcester,-28.233,19.4,42.263,-71.803,7550.63,151.01
Kentucky_Michigan_City_40354,Kentucky,Michigan City,-28.233,19.4,41.708,-86.895,8283.93,165.68
Kentucky_Minnesota_City_71037,Kentucky,Minnesota City,-28.233,19.4,44.088,-91.744,8555.22,171.1
Kentucky_Mississippi_State_7989,Kentucky,Mississippi State,-28.233,19.4,33.458,-88.786,8244.93,164.9
Kentucky_Missouri_City_66639,Kentucky,Missouri City,-28.233,19.4,29.618,-95.538,8556.16,171.12
Kentucky_Montana_27768,Kentucky,Montana,-28.233,19.4,43.413,23.225,4935.24,98.7
Kentucky_Nebraska_City_18192,Kentucky,Nebraska City,-28.233,19.4,40.675,-95.862,8731.38,174.63
Kentucky_Nevada_46592,Kentucky,Nevada,-28.233,19.4,42.018,-93.451,8620.4,172.41
Kentucky_New_Hampshire_71519,Kentucky,New Hampshire,-28.233,19.4,40.558,-83.954,8116.19,162.32
Kentucky_Jersey_City_99168,Kentucky,Jersey City,-28.233,19.4,40.728,-74.078,7624.34,152.49
Kentucky_New_Mexico_95929,Kentucky,New Mexico,-28.233,19.4,-30.733,150.6,7260.36,145.21
Kentucky_New_York_40543,Kentucky,New York,-28.233,19.4,40.714,-74.006,7620.46,152.41
Kentucky_Carolina_2555,Kentucky,Carolina,-28.233,19.4,-26.067,30.117,676.45,13.53
Kentucky_Dakota_82108,Kentucky,Dakota,-28.233,19.4,43.91,-91.356,8534.33,170.69
Kentucky_Ohio_3173,Kentucky,Ohio,-28.233,19.4,41.603,-89.453,8412.11,168.24
Kentucky_Oklahoma_City_89872,Kentucky,Oklahoma City,-28.233,19.4,35.468,-97.516,8761.7,175.23
Kentucky_Oregon_City_64092,Kentucky,Oregon City,-28.233,19.4,45.358,-122.606,10055.01,201.1
Kentucky_Pennsylvania_Furnace_32336,Kentucky,Pennsylvania Furnace,-28.233,19.4,40.726,-77.946,7816.32,156.33
Kentucky_Island_Park_48310,Kentucky,Island Park,-28.233,19.4,41.623,-71.228,7507.1,150.14
Kentucky_South_Dakota_Park_60393,Kentucky,South Dakota Park,-28.233,19.4,45.418,-96.701,8807.27,176.15
Kentucky_Tennessee_7566,Kentucky,Tennessee,-28.233,19.4,40.425,-90.799,8465.72,169.31
Kentucky_Texas_City_1010,Kentucky,Texas City,-28.233,19.4,29.384,-94.903,8514.95,170.3
Kentucky_Utah_Pur_44444,Kentucky,Utah Pur,-28.233,19.4,34.099,67.671,5325.3,106.51
Kentucky_Vermont_67620,Kentucky,Vermont,-28.233,19.4,40.295,-90.431,8444.93,168.9
Kentucky_Virginia_Beach_92682,Kentucky,Virginia Beach,-28.233,19.4,36.853,-75.978,7628.33,152.57
Kentucky_Washington_960,Kentucky,Washington,-28.233,19.4,38.895,-77.037,7730.39,154.61
Kentucky_West_Virginia_Central_Junction_44176,Kentucky,West Virginia Central Junction,-28.233,19.4,39.471,-79.061,7846.04,156.92
Kentucky_Wisconsin_Rapids_6197,Kentucky,Wisconsin Rapids,-28.233,19.4,44.384,-89.817,8463.65,169.27
Kentucky_Wyoming_4270,Kentucky,Wyoming,-28.233,19.4,42.913,-85.705,8242.24,164.84
Louisiana_Alabama_72681,Louisiana,Alabama,39.441,-91.055,42.998,-78.185,713.2,14.26
Louisiana_Alaska_53533,Louisiana,Alaska,39.441,-91.055,16.559,-93.973,1585.58,31.71
Louisiana_Arizona_88927,Louisiana,Arizona,39.441,-91.055,15.633,-87.317,1655.0,33.1
Louisiana_Arkansas_City_74465,Louisiana,Arkansas City,39.441,-91.055,37.062,-97.038,364.33,7.29
Louisiana_California_City_23708,Louisiana,California City,39.441,-91.055,35.126,-117.985,1507.55,30.15
Louisiana_Colorado_Springs_46764,Louisiana,Colorado Springs,39.441,-91.055,38.834,-104.821,740.01,14.8
Louisiana_Stamford_38483,Louisiana,Stamford,39.441,-91.055,41.053,-73.539,931.12,18.62
Louisiana_Delaware_16717,Louisiana,Delaware,39.441,-91.055,40.299,-83.068,428.56,8.57
Louisiana_Floridablanca_34259,Louisiana,Floridablanca,39.441,-91.055,7.065,-73.09,2492.82,49.86
Louisiana_Tbilisi_32697,Louisiana,Tbilisi,39.441,-91.055,41.725,44.791,6196.6,123.93
Louisiana_Hawaiian_Gardens_20963,Louisiana,Hawaiian Gardens,39.441,-91.055,33.831,-118.072,1544.0,30.88
Louisiana_Idaho_Falls_70312,Louisiana,Idaho Falls,39.441,-91.055,43.467,-112.033,1120.7,22.41
Louisiana_Illinois_City_30638,Louisiana,Illinois City,39.441,-91.055,41.381,-90.897,134.12,2.68
Louisiana_Indianapolis_46096,Louisiana,Indianapolis,39.441,-91.055,39.768,-86.158,262.27,5.25
Louisiana_Iowa_City_98277,Louisiana,Iowa City,39.441,-91.055,41.661,-91.53,155.21,3.1
Louisiana_Kansas_City_77717,Louisiana,Kansas City,39.441,-91.055,39.114,-94.627,192.83,3.86
Louisiana_Kentucky_5460,Louisiana,Kentucky,39.441,-91.055,-28.233,19.4,8465.88,169.32
Louisiana_Maine-Soroa_67594,Louisiana,Maine-Soroa,39.441,-91.055,13.218,12.027,6325.2,126.5
Louisiana_Maryland_Heights_98764,Louisiana,Maryland Heights,39.441,-91.055,38.713,-90.43,60.43,1.21
Louisiana_Worcester_10650,Louisiana,Worcester,39.441,-91.055,42.263,-71.803,1025.02,20.5
Louisiana_Michigan_City_39883,Louisiana,Michigan City,39.441,-91.055,41.708,-86.895,268.97,5.38
Louisiana_Minnesota_City_75035,Louisiana,Minnesota City,39.441,-91.055,44.088,-91.744,322.68,6.45
Louisiana_Mississippi_State_83637,Louisiana,Mississippi State,39.441,-91.055,33.458,-88.786,431.42,8.63
Louisiana_Missouri_City_54177,Louisiana,Missouri City,39.441,-91.055,29.618,-95.538,723.52,14.47
Louisiana_Montana_86321,Louisiana,Montana,39.441,-91.055,43.413,23.225,5410.92,108.22
Louisiana_Nebraska_City_8155,Louisiana,Nebraska City,39.441,-91.055,40.675,-95.862,268.65,5.37
Louisiana_Nevada_49340,Louisiana,Nevada,39.441,-91.055,42.018,-93.451,217.78,4.36
Louisiana_New_Hampshire_71746,Louisiana,New Hampshire,39.441,-91.055,40.558,-83.954,384.48,7.69
Louisiana_Jersey_City_90209,Louisiana,Jersey City,39.441,-91.055,40.728,-74.078,902.66,18.05
Louisiana_New_Mexico_20059,Louisiana,New Mexico,39.441,-91.055,-30.733,150.6,8964.75,179.3
Louisiana_New_York_63986,Louisiana,New York,39.441,-91.055,40.714,-74.006,906.44,18.13
Louisiana_Carolina_81286,Louisiana,Carolina,39.441,-91.055,-26.067,30.117,8958.04,179.16
Louisiana_Dakota_96746,Louisiana,Dakota,39.441,-91.055,43.91,-91.356,308.82,6.18
Louisiana_Ohio_55815,Louisiana,Ohio,39.441,-91.055,41.603,-89.453,171.37,3.43
Louisiana_Oklahoma_City_94828,Louisiana,Oklahoma City,39.441,-91.055,35.468,-97.516,448.4,8.97
Louisiana_Oregon_City_80632,Louisiana,Oregon City,39.441,-91.055,45.358,-122.606,1653.37,33.07
Louisiana_Pennsylvania_Furnace_69357,Louisiana,Pennsylvania Furnace,39.441,-91.055,40.726,-77.946,699.7,13.99
Louisiana_Island_Park_12901,Louisiana,Island Park,39.441,-91.055,41.623,-71.228,1052.25,21.04
Louisiana_South_Dakota_Park_80821,Louisiana,South Dakota Park,39.441,-91.055,45.418,-96.701,503.24,10.06
Louisiana_Tennessee_18122,Louisiana,Tennessee,39.441,-91.055,40.425,-90.799,69.24,1.38
Louisiana_Texas_City_33943,Louisiana,Texas City,39.441,-91.055,29.384,-94.903,727.03,14.54
Louisiana_Utah_Pur_87585,Louisiana,Utah Pur,39.441,-91.055,34.099,67.671,7191.75,143.84
